<<<<<<< HEAD
id,label,transcript
430,Surprise,"Kalo tau sih, satu piring telur orara ini sudah menganduk sekitar 25 gram protein dan biaya barbaku nya Cuman sekitar 5 ribu pih aja Bikin gampang rasanya ya na Yuk langsung kita bikin aja Let's go! Pertama, ancurin 100 gram putih telur Kalau pakai yang mentah juga, apa-apa, oke banget loh Yang kedua, samburin 100 gram, tahu putih dan ancurin juga Yang ketiga, layan satu putih telur dan aduk saram berata Kalau udah, masukin adonan kepanci yang udah dikasih minyak dikit dan udah panas Pake api kecil atau sedang aja, terserah Lanjut, jadu sampai kira-kira setengah mateng ya Abis itu biar lebih nah, tambahin bubu kayak sambel terasih Ketap dikit, gampang, sama garam Terus aduk lagi, sampai merata Kalau udah mateng, tolong di piring dan jaduh di deh telur harit, tambah tahuh dan putih telur kayak gini nih Woohoo! Gimana, gampang banget kan bikinnya? Ini rasanya juga enak banget Hmm Lo tuh banget buat kalian yang lagi tangin diet Karena ini tuh satu piring udah mengandung dulu, pemangkan protein Cuman sekitar doar, usah yang kalahori dan kalau kalian makan sih ini tuh udah kenyaknya enak sih Hmm Buat tambahan lau kalian tuh tuh juga bisa tinggal tambahin nasi sama ya, tambahin sayur dikit gitu lah Menang, tetah ada gak buat pirmek telur orang-orang yang gampang banget nih bikinnya Lo ya, coba komen di bawah ya Share video ini kalau menonton ad, plau semangat dan stay hard"
431,Trust,"Jangan nana napa pas lagi war out ya? Aduh, atau kebola-abalik napa sih ya? Karena itu baya buat badan kita dan bisa mengangguk, proses setah progress war outnya. Biar gak bingung, tata priset simpel ini nih. Tengen nara napa? Berat gua napa? Hmm, ternyata nara napa? Gua napa? Wuhh, kalau gue gira kan isometri kayak, pelan ini gimana bang? Ah, terang aja. Kalian bisa tetap ator napaas? Kayak gini nih. Santaja, senyaman kali ya. Yang penting, jangan ditahan ya, jangan. Hmm, gitu tapi. Di mana? Kampang kan? Siapa ayo yang masih suka nana napa, atau kebola-abalik napa sih apa sih apas lagi war out? Coba, komedibawa ya. Bingga apa? Santaja. Yo, menalatkan diri sekarang, biar napa sih gak ditahan atau kebola-abalik gitu ya? Certi di kolom veral faat, taps banget war outnya dan... Stehar!"
432,Proud,"Tahanan nurunin berdapat kayak galon atau tas belanja atau apapun dari mobil yang gampang dan aman buat tinggal atau panggul kalian. Kayak gini nih, sangat kalian mau nurunin galon dari mobil ya. Jadi kalian pegang galonnya pakai tangan kanan disini, ternyata di sini. Atau pegang dua-dua di bol juga nggak apa-apa? Nah, pun cini disini. Kalian harus takut akhirnya dikit nih. Jadi biar betul-betul hangkat itu pakai otot-pahal kalian kekuatan yang bukan dari nangalian. Jadi gini, takut dikit, abis itu angkat. Nah, sekalian mau nurun juga gampang. Bisa kan nih kalian udah sesengangkat terus mau nurunin nih. Kalian jauh kota aja gini, saat terus taro. Atau bisa juga dengan ganya lances nih. Jadi kalian mau juga kaki yang satu ini, terus teko gini. Aaaaah. Kalau tas belanja juga sama. Ini kalian pegang tas belanja nih ya. Terus abis itu kalian teko dikit kaki ya. Terus hangkat. Nah, kalau kalian kayak gini, nggak pakai leko. Lantih, sumber tenang gini, itu yang bikin boyo atau nyeri di sekitar sini. Semoga berhenti batu ya. Stehard."
433,Proud,"Tahanan nurunin berdapat kayak galon atau tas belanja atau apapun dari mobil yang gampang dan aman buat tinggal atau panggul kalian. Kayak gini nih, sangat kalian mau nurunin galon dari mobil ya. Jadi kalian pegang galonnya pakai tangan kanan disini, ternyata di sini. Atau pegang dua-dua di bol juga nggak apa-apa? Nah, pun cini disini. Kalian harus takut akhirnya dikit nih. Jadi biar betul-betul hangkat itu pakai otot-pahal kalian kekuatan yang bukan dari nangalian. Jadi gini, takut dikit, abis itu angkat. Nah, sekalian mau nurun juga gampang. Bisa kan nih kalian udah sesengangkat terus mau nurunin nih. Kalian jauh kota aja gini, saat terus taro. Atau bisa juga dengan ganya lances nih. Jadi kalian mau juga kaki yang satu ini, terus teko gini. Aaaaah. Kalau tas belanja juga sama. Ini kalian pegang tas belanja nih ya. Terus abis itu kalian teko dikit kaki ya. Terus hangkat. Nah, kalau kalian kayak gini, nggak pakai leko. Lantih, sumber tenang gini, itu yang bikin boyo atau nyeri di sekitar sini. Semoga berhenti batu ya. Stehard."
434,Surprise,"Bang, tubuh challenge 50 ribulangkas hari dong. Hah, ngapain? Kayak kurang kerja. Oke, jadi 50 ribulangkas 2400 km ini aku dapetin dengan 2 hal. Ya itu, lari pagi dulu, jauh 15 km di GBK yang ditemenin sama minuman elektron dari puro. Namanya live. Tata aku kalian harus coba sih. Karena bantu hidersi ku banget ini selama lari. Dan lanjo jalan kaki dengan total 26 km. Pushet, kemana aja tubang jalan sejauh itu? Ah, ini menarik nih. Dia ku berangkat naik MRT jam 5 pagi. Dan... Jam 855 di sejauh ging dan langkah aku sekarang 22500. Let's go! Jam 10 sampai 12, aku sudah di kos makan sama ngecar-sapet. Jam 1230 ini aku makan siang dulu buat isi energi. Terus lanjut naik angkot dan base transjakarta buat ke daerah cikajang. Paca meis ini, ini aku udah nientuh 30 ribulangkas. Dari sini aku jalan ke arah, jalan tirtayasa, terus ke daerah bloke nsquare, teman-iterasi, teman sambas asri, dan di jamat 1130. 35 ribul, teman-teman kari scenik pangkol. Disini aku F1 benar dengan pull up, dips, sama mainan base cap. Ini udah dapat sekitar 20 bulangka. Mitu kalian intertering, gak sih nyobain 50 ribulangka dalam sehari juga kayak aku nih. Kalo ya, coba komen di bawah ya. Jemput 3 sorry aku jalan lagi ke station MRT bloke up buat menuju ke station MRT ASEAN. Terus lanjut jalan kaki lagi di sekitar hantu, pakubono, sampai ke taman puring. Dari sini aku lanjut ke halta pasar mayestik buat naik bis ke station MRT ASEAN lagi, buat balik ke daerah fatma wati. Terus aku mampir ke minimarket di cidari cilanda buat isi rahat bentar. Terus lanjut jalan gitarin CB Spark dan dapat 3 ribuan langkah di sini. 48 ribulangka sekarang gampil 1852, di ganggu menuju cost. Wah kaki udah, milai, tapi banget. Dan sisa disini, bulan-selangkah ini aku abis ini di dalam cost abangku karena udah stopet banget. Wah gila, kira cita-cita di 50 ribulangkan dalam seharikku tercapai. Tadah menimpa pagi, selesai jantung 7 malem. Ha ha ha. Terima kasih puro buat supportnya ya, jadi bisa jalan sejauh ini. Anjis ini jalan sapa lagi, harus aku coba in. Coba komen di bawah ya."
435,Trust,"Menang Ini sempurna Uuh, balance challenge Menarik nih, ya kita cobayah Pelakannya banyak banget juga, praktikin terus Komeni boya bisa tong Jadi, badannya kayak gini nih Tengannya lurus, perkenaan lurus sama bahu Habis itu, torunin Gini sampai tangan kalian megan gagu gini Habis itu buat tangannya ke belakang Tapi bisa, tapi kita coba sekalang ya Oke, jadi gini Torun, gini Uiiii Aku bisa karena Tapi kayak gini, guys Ini nih, ya Kalau kaki ya sebelah budra zat, gini Biasanya tolong, ga bisa Ini ini Nah, coba kalian bisa ga Komeni di bawah yang Share video ini ketemu nama kalian Di depan dan nyobain juga Balance challenge ini Pada bisa tong ga Tapsuat dan Stehard"
436,Proud,"Bang, tubuh challenge 50 ribulangkas hari dong. Hah, ngapain? Kayak kurang kerja. Oke, jadi 50 ribulangkas 2400 km ini aku dapetin dengan 2 hal. Ya itu, lari pagi dulu, jauh 15 km di GBK yang ditemenin sama minuman elektron dari puro. Namanya live. Tata aku kalian harus coba sih. Karena bantu hidersi ku banget ini selama lari. Dan lanjo jalan kaki dengan total 26 km. Pushet, kemana aja tubang jalan sejauh itu? Ah, ini menarik nih. Dia ku berangkat naik MRT jam 5 pagi. Dan... Jam 855 di sejauh ging dan langkah aku sekarang 22500. Let's go! Jam 10 sampai 12, aku sudah di kos makan sama ngecar-sapet. Jam 1230 ini aku makan siang dulu buat isi energi. Terus lanjut naik angkot dan base transjakarta buat ke daerah cikajang. Paca meis ini, ini aku udah nientuh 30 ribulangkas. Dari sini aku jalan ke arah, jalan tirtayasa, terus ke daerah bloke nsquare, teman-iterasi, teman sambas asri, dan di jamat 1130. 35 ribul, teman-teman kari scenik pangkol. Disini aku F1 benar dengan pull up, dips, sama mainan base cap. Ini udah dapat sekitar 20 bulangka. Mitu kalian intertering, gak sih nyobain 50 ribulangka dalam sehari juga kayak aku nih. Kalo ya, coba komen di bawah ya. Jemput 3 sorry aku jalan lagi ke station MRT bloke up buat menuju ke station MRT ASEAN. Terus lanjut jalan kaki lagi di sekitar hantu, pakubono, sampai ke taman puring. Dari sini aku lanjut ke halta pasar mayestik buat naik bis ke station MRT ASEAN lagi, buat balik ke daerah fatma wati. Terus aku mampir ke minimarket di cidari cilanda buat isi rahat bentar. Terus lanjut jalan gitarin CB Spark dan dapat 3 ribuan langkah di sini. 48 ribulangka sekarang gampil 1852, di ganggu menuju cost. Wah kaki udah, milai, tapi banget. Dan sisa disini, bulan-selangkah ini aku abis ini di dalam cost abangku karena udah stopet banget. Wah gila, kira cita-cita di 50 ribulangkan dalam seharikku tercapai. Tadah menimpa pagi, selesai jantung 7 malem. Ha ha ha. Terima kasih puro buat supportnya ya, jadi bisa jalan sejauh ini. Anjis ini jalan sapa lagi, harus aku coba in. Coba komen di bawah ya."
437,Proud,"Menang Ini sempurna Uuh, balance challenge Menarik nih, ya kita cobayah Pelakannya banyak banget juga, praktikin terus Komeni boya bisa tong Jadi, badannya kayak gini nih Tengannya lurus, perkenaan lurus sama bahu Habis itu, torunin Gini sampai tangan kalian megan gagu gini Habis itu buat tangannya ke belakang Tapi bisa, tapi kita coba sekalang ya Oke, jadi gini Torun, gini Uiiii Aku bisa karena Tapi kayak gini, guys Ini nih, ya Kalau kaki ya sebelah budra zat, gini Biasanya tolong, ga bisa Ini ini Nah, coba kalian bisa ga Komeni di bawah yang Share video ini ketemu nama kalian Di depan dan nyobain juga Balance challenge ini Pada bisa tong ga Tapsuat dan Stehard"
438,Proud,"sebenernya, kalian ngelakuin bodi wix quad sambil dital di posisi bawah kayak igini sebetar 8-12 kali atau sekuatnya jalan tidak peterapa terus lanjut, lakuin rikper selanjut sambil ditalan di posisi bawah kayak igini juga 8-12 kali atau sekuatnya jalan tidak peterapa lanjut, turun ke lantai buat ngelakuin glut beris sambil ditalan sebetulnya diposisi atau sekiing ini 8-12 kali atau sekuatnya jalan tidak peterapa dan di tutup dengan gigi-gigi, pakai hanyaku kaki igini atau calf resist buat ngelakuin atau tiba-tiba sekali gue selabat dikasih dengan benda-benda dan kalian 8-12 kali atau sekuatnya jalan tidak peterapa itu udah termasuk war-odir rumah atau di kos aja yang tolong banget buat kalian yang pengen mulai latihan kaki tapi tidak punya alat sama sekali nana, di kalau udah bisa rutin, kalian bisa nabung pelampilan buat beli damber kayak igini atau karret kayak igini biar latihan aja di lebih menantang kalau kalian mau rekommendasi damber, laptop karret, komen aja mau atau damber, atau karret atau apa pun lah nanti aku kiri minlinya ke DM kalian udah mulai dulu aja war-odir rumah atau di kos kayak igini karena kita bisa mulai tanpa alat sama sekali jadi gak ada alat sama lagi ya, oke? siap hidri kalau gara-anfa, tetap semangat dan setihar"
439,Trust,"Kalau kalian belum berada tengker jim sama sekali Dan pengen jobah yang tapi bingung kalau pas dateng itu harus ngapain dulu caranya gimana apapun itu lah Ini yang masih tahu step-by-stepnya Beratinya Hal pertama yang paling penting dan harus kalian sehari tau itu adalah cari jim yang bisa bayar harian atau punya fitur free trial Informasi ini bisa kalian sehari di Google Maps Oke, kalau udah nemu jim yang nge-1-1-1 itu jual Masuk nggak seberangkat dan bayar Yajah-haryanya atau pakai fitur free trial ini itu Kalau jim yang aku dateng ini bisa harian ya Hariannya perkunjungan 35 ribu Abis itu kalian bisa taruh bareng-bareng kalian di locker jim ya Terus buat bareng pentingan saya kayak botol buat inom Abis itu handup buat ngelap keringat Sama, penpon kalau misalnya kalian mau ngerkam atau mau yang tek tutorial di youtube atau IG gitu Nah, abis itu kalian bisa kan dibajuh buat gas war out Dan udah deh kalian bisa mulai nge-jim Orang salah kalian bingung cara pakai arata gimana Kalau bisa antara kaya kepatu gas jim yang di front desk Aja temennya udah berpangat-pangat nge-jim ya bisa tanya-tanya Kontek tutorial video di youtube atau instagram atau TikTok Dan kalau ada budget lebih bisa coba pakai personal trainer Nah kalau ada sayang-sim karena bisa ambil baju kalian tadi buat kan dibajuh Atau langsung ambil bareng-bareng kalian Kalau mau langsung bulan Kayaknya, nah kalau jim yang kalian dateng itu bisa sancel-sancel Ya udah langsung aja gas member kayak Sabulan, 30-60 Biar lebih konsisten dan bia yang lebih murah Tapi kalau bisa gak coba, ya udah pindah jim lain Jadi gimana? Udah mencerakan belum Kalau misalnya kalian punya pertanyaan lain yang belum sempat kuzilasin di video ini Bisa di kolom komentar ya Saya refilih ini kalau berwarna fahat, stehard"
43,Anger,"S1, 2, 3, 2 sama aja Omogis dan test langsung Tunggurnya segerikutnya Untuk sampai habis, karena sekarang kami akan test Perbedaan literan speed 1, 2, 3 pada suatu SPB-U Nah, di SPB-U itu selalu ganya Ini nozzlenya ada 3 setingan keputan Biasanya Hmm, apakah masih masih keputan itu literannya beda-beda? Kita tak pernah menangai baik mat dari badan metrologi Eh Mat, ini kita lagi test apa nih, pangkup? Ini kita melaksenakan terap kompat U-Corp BBM Jadi kita mengukur berapa liter yang uar betul? Ah, betul Ini bejana berapa liter? Ini kita menggunakan bejana 20 liter 20 liter Kenapa kesehat 1 liter aja, pangkup dari kompat Apa di defensor sendiri? Itu ada namanya MMQ Minimum misiur menkuali Q1TV Oke, jadi kita menggunakan bejana yang bisa menuhi MMK tersebut Kita tidak boleh mengukur kurang dari bilay tersebut Betul, betul, betul Karena semakin kecil diunglah pengukuran masih semakin besar di biasanya Betul, segera Jadi kita mulai sekarang SPB-1 mat-2 di set 20 liter Start Et SPB-1 Ya Ini akan lama sekali kalau ditungguin Bahagian, kalau kita ngisih bensin misi jali 50 liter, pakai SPB-1 Gak sesehat-seseh dihanzeri orang, ngebarain orang Itu, lambat banget Ya, 20 Sip, sip, takkan takkan takkan takkan Takkan takkan, takkan Ya, pas no Guna Nah, ini kita udah nampak 20 liter lagi Sekarang kita SPB-2 SPB-2 itu di Yang di sana ya Ini terhadap yang kedua Oke Kami udah dikat jalanan Ini kita Nah, so, 2 Ya, nengdua Tapi cemen dari pada SPB-1 60 Ini di no, ya Ya di no pas Nah, ini hasilnya di SPB-2 posisinya Penol ya Jadi persis 20 liter yang keluar dari No Sol itu Untuk SPB-2 Keras 3 Karang kita coba SPB-3 Hah, gimana? Udah, belum, belum di SPB-2 Lepor 1 liter Lepor 1 liter Oke Gas war, SPB-3 Kepert Kalau gini antriana SPB-1 itu makin Time deck atau mungkin ga nanti kalau semua orang SPB-3 di sini Oke, oke Eh, SPB-3 Nggak apa-apa jenau? Nggak Ha, udah mudah-mudahan Pake tersan ini bisa Mengyadukasi kita Bawa Mid 1, 2, 3 pada no Sol SPB-2 itu keluarnya Sama Terima kasih baik-mac Sama-sama Ah, makasih, makasih"
440,Surprise,"Karena entah, wajah kalau rutin jalan kaki 8 sampai 12,000 langkah per hari atau lebih setiap hari nya itu bisa menurunkan resiko kematian sampai 50% dibandingkan sama orang yang jalan kaki nya kurang dari 35 langkah per hari Ini ada studia yang dari AHE Paluk DKK-1222 yang memandingkan 15 studian berpeda dari berbagai negara Makanya sejak Zoridur-Durgo, 5 sampai sekarang, Zubah langkah, ku per hari nya segini nih rata-rata nya Yo, share video ini, ke orang-orang sedar kalian, biar pada mulai jalan kaki yang agak jauh-adikit gitu 5 di bulangan dulu pun nggak apa, yang penting mulai aja dulu Oke, setihar"
441,Trust,"Ternyata cukup kayak gini aja buat tau potensi maksimal tinggi badan kita itu bisa sampai di berapa centimeter. Pertama, karena surfs di Google ke atkulator tinggi potensi genetik. Terus tinggal isia aja tuh data-data nya. Misalkan akunik, akhir-akhir. Tinggi badan babakku 172 cm. Tinggi badan di buku 1.60 cm. Terus tiga peca tombol hasil dan boom. Klu artu hasilnya di 1.64 cm, setelah bahan itu centimeter. Tinggi ku sekarang 179 cm. Ya kurang 2 cm lalai dari potensi maksimalnya. Tapi itu dah lah gila banget sih. Nah kalau kalian mau mencape potensi maksimal tinggi badan kalian itu, usah ini dormala mencukup ya kayak 7-8 jam. Terus makan dengan jam yang teratur dan gini yang cukup ya. Usain juga protein-nya banyak. Terus juga aktif berolah-olah gandang. Ya walaupun tinggi badan itu mayerta sergenetik, tapi usah-usah yang kusabut tadi tuh bagus banget buat membantu mencape tinggi potensi maksimal badan kalian. Itu semuanya dulu aku lakuin dan alam dulu lah worst ya aku bisa sampai 179 cm ini. Jadi supaya kalian buka websitenya, visel komen di bawah ya. Perkira tinggi badan kalian tuh ada di berapa-sebab berapa dan di kalian sekarang ada di berapa. Semoga buat kalian masih masa pertumbungan bisa mencape tinggi potensi maksimalnya ya atau bahkan melabih. Kalau nggak pun juga nggak apa-apa. Santeja. Siar video ini biar teman-teman kalian atau sudor-sodor kaya baranya bahan ini juga, biar pada tahun tinggi potensi maksimal badannya berapa. Tap semangat dan... Tehap!"
